Key,English,French
KEY_HAVEN_NAME_NEW_JERICHO14,Fort Olympus,Fort Olympe
KEY_HAVEN_NAME_NEW_JERICHO15,Fort Terminus,Fort Terminus
KEY_HAVEN_NAME_NEW_JERICHO16,Fort Harshaw,Fort Harshaw
KEY_HAVEN_NAME_NEW_JERICHO17,Fort Aurelius,Fort Aurelius
KEY_HAVEN_NAME_NEW_JERICHO18,Fort Locke,Fort Locke
KEY_HAVEN_NAME_NEW_JERICHO19,Fort Hobbes,Fort Hobbes
KEY_HAVEN_NAME_NEW_JERICHO2,Fort Liberty,Fort Liberty
KEY_HAVEN_NAME_NEW_JERICHO20,Fort Hayek,Fort Hayek
KEY_HAVEN_NAME_NEW_JERICHO21,Fort Methuselah,Fort Mathusalem
KEY_HAVEN_NAME_NEW_JERICHO22,Fort Shaw,Fort Shaw
KEY_HAVEN_NAME_NEW_JERICHO23,Fort Hera,Fort Hera
KEY_HAVEN_NAME_NEW_JERICHO24,Fort Dihya,Fort Dihya
KEY_HAVEN_NAME_NEW_JERICHO25,Fort Khutulun,Fort Khutulun
KEY_HAVEN_NAME_NEW_JERICHO26,Fort Andraste,Fort Andraste
KEY_HAVEN_NAME_NEW_JERICHO27,Fort Bellona,Fort Bellona
KEY_HAVEN_NAME_NEW_JERICHO28,Fort Valkyrie,Fort Valkyrie
KEY_HAVEN_NAME_NEW_JERICHO29,Fort Taggart,Fort Taggart
KEY_HAVEN_NAME_NEW_JERICHO3,Fort Freedom,Fort Freedom
KEY_HAVEN_NAME_NEW_JERICHO30,Fort Galt,Fort Galt
KEY_HAVEN_NAME_NEW_JERICHO31,Fort Roark,Fort Roark
KEY_HAVEN_NAME_NEW_JERICHO32,Fort Travis,Fort Travis
KEY_HAVEN_NAME_NEW_JERICHO33,Fort Virtue,Fort Vertu
KEY_HAVEN_NAME_NEW_JERICHO34,Fort Zeus,Fort Zeus
KEY_HAVEN_NAME_NEW_JERICHO35,Fort Neptune,Fort Neptune
KEY_HAVEN_NAME_NEW_JERICHO36,Fort Ares,Fort Arès
KEY_HAVEN_NAME_NEW_JERICHO37,Fort Churchill,Fort Churchill
KEY_HAVEN_NAME_NEW_JERICHO38,Fort Edison,Fort Edison
KEY_HAVEN_NAME_NEW_JERICHO39,Fort Escord,Fort Escord
KEY_HAVEN_NAME_NEW_JERICHO4,Fort Eleutheria,Fort Éleuthéries
KEY_HAVEN_NAME_NEW_JERICHO40,Fort Dauntless,Fort Intrépide
KEY_HAVEN_NAME_NEW_JERICHO41,Fort Niven,Fort Niven
KEY_HAVEN_NAME_NEW_JERICHO42,Fort Purity,Fort Pureté
KEY_HAVEN_NAME_NEW_JERICHO43,Fort Kahina,Fort Kahina
KEY_HAVEN_NAME_NEW_JERICHO44,Fort Nonhelema,Fort Nonhelema
KEY_HAVEN_NAME_NEW_JERICHO45,Fort Shangxiang,Fort Shangxiang
KEY_HAVEN_NAME_NEW_JERICHO46,Fort Enyo,Fort Enyo
KEY_HAVEN_NAME_NEW_JERICHO47,Fort Freyja,Fort Freyja
KEY_HAVEN_NAME_NEW_JERICHO48,Fort Khawlah,Fort Khawlah
KEY_HAVEN_NAME_NEW_JERICHO49,Fort Ioke,Fort Ioke
KEY_HAVEN_NAME_NEW_JERICHO5,Fort Freiheit,Fort Freiheit
KEY_HAVEN_NAME_NEW_JERICHO50,Fort Artemis,Fort Artemis
KEY_HAVEN_NAME_NEW_JERICHO6,Fort Liberte,Fort Liberté
KEY_HAVEN_NAME_NEW_JERICHO7,Fort Heinlein,Fort Heinlein
KEY_HAVEN_NAME_NEW_JERICHO8,Fort Rand,Fort Rand
KEY_HAVEN_NAME_NEW_JERICHO9,Fort Zìyóu,Fort Zìyóu
KEY_HAVEN_NAME_PHOENIX1,Phoenix Point,Phoenix Point
KEY_HAVEN_NAME_PHOENIX10,Phoenix Omega,Phoenix Oméga
KEY_HAVEN_NAME_PHOENIX11,Phoenix Avionics,Phoenix Avionique
KEY_HAVEN_NAME_PHOENIX12,Phoenix Logistics B,Phoenix Logistique B
KEY_HAVEN_NAME_PHOENIX13,Phoenix Delta,Phoenix Delta
KEY_HAVEN_NAME_PHOENIX14,Phoenix Echo,Phoenix Echo
KEY_HAVEN_NAME_PHOENIX15,Phoenix Storage 1,Phoenix Entrepôt 1
KEY_HAVEN_NAME_PHOENIX16,PHB-1,PHB-1
KEY_HAVEN_NAME_PHOENIX17,PHB-2,PHB-2
KEY_HAVEN_NAME_PHOENIX18,PHB-3,PHB-3
KEY_HAVEN_NAME_PHOENIX19,Sumrall Memorial Base,Base commémorative de Sumrall
KEY_HAVEN_NAME_PHOENIX2,Phoenix R&D 7,Phoenix R&D 7
KEY_HAVEN_NAME_PHOENIX20,Symes Memorial Base,Base commémorative de Symes
KEY_HAVEN_NAME_PHOENIX21,Phoenix Forward Command,Commandement avancé Phoenix
KEY_HAVEN_NAME_PHOENIX22,Phoenix Storage 2,Phoenix Entrepôt 2
KEY_HAVEN_NAME_PHOENIX23,Phoenix Foxtrot,Phoenix Foxtrot
KEY_HAVEN_NAME_PHOENIX3,Phoenix R&D 9,Phoenix R&D 9
KEY_HAVEN_NAME_PHOENIX4,Phoenix R&D 4,Phoenix R&D 4
KEY_HAVEN_NAME_PHOENIX5,Phoenix Aeronautics,Phoenix Aéronautique
KEY_HAVEN_NAME_PHOENIX6,Phoenix Alfa,Phoenix Alfa
KEY_HAVEN_NAME_PHOENIX7,Phoenix Bravo,Phoenix Bravo
KEY_HAVEN_NAME_PHOENIX8,Phoenix Charlie,Phoenix Charlie
KEY_HAVEN_NAME_PHOENIX9,Phoenix Transfer Point 1,Point de transfert Phoenix 1
KEY_HAVEN_NAME_SYNEDRION1,Spartacus,Spartacus
KEY_HAVEN_NAME_SYNEDRION10,Neu Chennai,Neu Chennai
KEY_HAVEN_NAME_SYNEDRION11,Neo Djibouti,Neo Djibouti
KEY_HAVEN_NAME_SYNEDRION12,New Athens,Nouvelle Athènes
KEY_HAVEN_NAME_SYNEDRION13,Shelley,Shelley
KEY_HAVEN_NAME_SYNEDRION14,Oz,Oz
KEY_HAVEN_NAME_SYNEDRION15,Forty McFortface,Forty McFortface
KEY_HAVEN_NAME_SYNEDRION16,Exarchia Deux,Exárcheia Deux
KEY_HAVEN_NAME_SYNEDRION17,Camp Laloo Chiba,Camp Laloo Chiba
KEY_HAVEN_NAME_SYNEDRION18,Peter Abrahams,Peter Abrahams
KEY_HAVEN_NAME_SYNEDRION19,Dorothy Adams,Dorothy Adams
KEY_HAVEN_NAME_SYNEDRION2,Louverture,Louverture
KEY_HAVEN_NAME_SYNEDRION20,Peterloo Town,Peterloo Ville
KEY_HAVEN_NAME_SYNEDRION21,Ginsberg,Ginsberg
KEY_HAVEN_NAME_SYNEDRION22,Towards Hope,Vers l'espoir
KEY_HAVEN_NAME_SYNEDRION23,Adrian Mitchell,Adrian Mitchell
KEY_HAVEN_NAME_SYNEDRION24,Lorca,Lorca
KEY_HAVEN_NAME_SYNEDRION25,Matoaka,Matoaka
KEY_HAVEN_NAME_SYNEDRION26,Bakunin,Bakunin
KEY_HAVEN_NAME_SYNEDRION27,Freeland,Freeland
KEY_HAVEN_NAME_SYNEDRION28,Baja Rebellion,Baja Rebellion
KEY_HAVEN_NAME_SYNEDRION29,Oaxaca Remembered,Mémoire d'Oaxaca
KEY_HAVEN_NAME_SYNEDRION3,Camp John Brown,Camp John Brown
KEY_HAVEN_NAME_SYNEDRION30,Beloborodov,Beloborodov
KEY_HAVEN_NAME_SYNEDRION31,Cataloonia,Cataloonia
KEY_HAVEN_NAME_SYNEDRION32,Gerdzhikov,Gerdzhikov
KEY_HAVEN_NAME_SYNEDRION33,Beloyannis,Beloyannis
KEY_HAVEN_NAME_SYNEDRION34,Amadioha,Amadioha
KEY_HAVEN_NAME_SYNEDRION35,Marghdeen,Marghdeen
KEY_HAVEN_NAME_SYNEDRION36,Rileytown,Rileytown
KEY_HAVEN_NAME_SYNEDRION4,Bellamy,Bellamy
KEY_HAVEN_NAME_SYNEDRION5,Nowhere,Nulle part
KEY_HAVEN_NAME_SYNEDRION6,Murray,Murray
KEY_HAVEN_NAME_SYNEDRION7,Anarchistan,Anarchistan
KEY_HAVEN_NAME_SYNEDRION8,Hyper Mombasa,Hyper Mombasa
KEY_HAVEN_NAME_SYNEDRION9,Surabaya 2.0,Surabaya 2.0
