Key,English,French
ALN_SIREN3_RESEARCHDEF_NAME,SIREN BANSHEE,SIRÈNE BANSHEE
ALN_SIREN4_RESEARCHDEF_COMPLETE,"Species classification S-Alpha-4
A subspecies of Siren evolved purely for the sake of massacre. While capable of mind controlling enemies and psychically enhancing its own troops, the creature prefers to engage in close combat, melting away opponents’ armor and slicing them to shreds. To be avoided at all costs.","Classification de l'espèce S-Alpha-4
Une sous-espèce de Sirène qui a évolué uniquement pour le massacre. Capable de contrôler mentalement ses ennemis et d'améliorer physiquement ses propres troupes, cette créature préfère néanmoins le combat rapproché, faisant fondre l'armure de ses adversaires et les découpant en morceaux. À éviter à tout prix."
ALN_SIREN4_RESEARCHDEF_NAME,SIREN HARBINGER,SIRÈNE MESSAGÈRE
ALN_SPAWNINGPOOLCRABMAN_RESEARCHDEF_COMPLETE,"Species classification SP-1
An immobile organic structure found in Pandoran Lairs. The structure is effectively a mutation laboratory, intelligently evolving new Pandoran forms. It is speculated that destroying it could cripple the Lair, causing it to be abandoned.","Classification de l'espèce SP-1
Une structure organique immobile qui se trouve dans les Tanières pandoriennes. Cette structure est en fait un laboratoire de mutation, qui crée intelligemment de nouvelles formes de Pandoriens. On suppose que la détruire pourrait paralyser la Tanière et entraîner son abandon."
ALN_SPAWNINGPOOLCRABMAN_RESEARCHDEF_NAME,SPAWNERY,ÉCLOSERIE
ALN_ULTRAACIDRANGER_RESEARCHDEF_COMPLETE,"Species classification A-Zeta-CAS
The apex of Arthron Dragon evolution. The specimen is considered a commander type Pandoran, capable of directing enemy units. Entirely protected by chitin armor, the creature throws acid grenades at what it evaluates as high value targets.","Classification de l'espèce A-Zeta-CAS
La pointe de l'évolution de l'Arthron Dragon. Ce spécimen est considéré comme un Pandorien de type commandant, capable de diriger des unités ennemies. Entièrement protégée par une armure de chitine, cette créature lance des grenades caustiques à ce qu'elle évalue comme des cibles de grande valeur."
ALN_ULTRAACIDRANGER_RESEARCHDEF_NAME,ARTHRON DRAGON PRIME,ARTHRON DRAGON ACCOMPLI
ALN_ULTRACOMMANDO_RESEARCHDEF_COMPLETE,"Species classification A-Gamma-CAS
A command type Scourge, the subspecies has every part of its body covered in chitin armor. The specimen is skilled with both grenades and firearms, and is capable of instructing other Pandorans.","Classification de l'espèce A-Gamma-CAS
Un Fléau de type commandant, cette sous-espèce est couverte de toute part d'une armure en chitine. Le spécimen est expert avec les grenades et les armes à feu et peut commander d'autres Pandoriens."
ALN_ULTRACOMMANDO_RESEARCHDEF_NAME,ARTHRON SCOURGE PRIME,ARTHRON FLÉAU ACCOMPLI
ALN_ULTRAPRETORIAN_RESEARCHDEF_COMPLETE,"Species classification A-Delta-CAS
A command type Tyrant fully covered with thick chitin armor, it is capable of long and medium ranged attacks as well as leading units in battle. Analysis has found that the poison it ejects from its mouth is more potent than that of standard specimen.","Classification de l'espèce A-Delta-CAS
Un Tyran de type commandant entièrement couvert d'une armure en chitine qui est capable d'attaquer à longue et moyenne distances et de commander des unités en combat. L'analyse à découvert que le poison qu'il projette par la bouche est plus toxique que celui du spécimen normal."
ALN_ULTRAPRETORIAN_RESEARCHDEF_NAME,ARTHRON TYRANT PRIME,ARTHRON TYRAN ACCOMPLI
ALN_ULTRARANGER_RESEARCHDEF_COMPLETE,"Species classification A-Epsilon-CAS
A commander type Arthron Myrmidon that has adapted new tactics to do with its melee-grenade style of fighting. The specimen has no weak spots and has the ability to direct other Pandoran troops. Killing it as soon as possible is advised.","Classification de l'espèce A-Epsilon-CAS
Un Arthron Myrmidon de type commandant qui a acquis de nouvelles tactiques avec son style de combat mélangeant mêlée et grenades. Ce spécimen n'a aucun point faible et a la capacité de commander d'autres troupes pandoriennes. Il est recommandé de l'éliminer dès que possible."
ALN_ULTRARANGER_RESEARCHDEF_NAME,ARTHRON MYRMIDON  PRIME,ARTHRON MYRMIDON ACCOMPLI
ALN_ULTRAVIRALCOMMANDO_RESEARCHDEF_COMPLETE,"Species classification A-Eta-CAS
An evolution of the Arthron Bane subspecies, capable of tactical command. The specimen has no known weak spots and makes tactical use of its grenades and viral weapon to target key threats. Killing it will reduce Pandoran combat efficiency on the battlefield.","Classification de l'espèce A-Eta-CAS
Une évolution de la sous-espèce d'Arthron Peste, capable de commandement tactique. Ce spécimen n'a aucun point faible et il utilise ses grenades et son arme virale dans une tactique visant à éliminer les menaces principales. L'éliminer réduit l'efficacité du combat pandorien sur le champ de bataille."
ALN_ULTRAVIRALCOMMANDO_RESEARCHDEF_NAME,ARTHRON BANE PRIME,ARTHRON PESTE ACCOMPLI
ALN_VIRALTECH_RESEARCHDEF_COMPLETE,Pandorans have weaponized a Pandoravirus mutation with instant effects for deployment on the battlefield.,Les Pandoriens ont armé une mutation avec des effets instantanés pour le déploiement sur le site de combat.
ALN_VIRALTECH_RESEARCHDEF_NAME,PANDORAN VIRAL TECH,TECHNOLOGIE VIRALE PANDORIENNE
